0.0	0.026251	26251	0.026251	26251	
0.5	0.017122	17122	0.017122	17122	
1.0	0.010567	10567	0.010567	10567	
1.5	0.006153	6153	0.006153	6153	
2.0	0.00333	3330	0.00333	3330	
2.5	0.001745	1745	0.001744	1744	
3.0	0.0008347203728362183	1003	0.0008338881491344874	1002	
3.5	0.00040374677002583977	1000	0.00040374677002583977	1000	
4.0	0.0001866423031026253	1001	0.00018645584725536992	1000	
4.5	8.96e-05	896	8.95e-05	895	
5.0	4.13e-05	413	4.13e-05	413	
5.5	1.91e-05	191	1.91e-05	191	
6.0	9.4e-06	94	9.4e-06	94	
