0.0	0.23578025477707007	0.23578025477707007	
0.5	0.12855095541401274	0.12855095541401274	
1.0	0.06436305732484077	0.06436305732484077	
1.5	0.026847133757961782	0.026847133757961782	
2.0	0.01126126126126126	0.01126126126126126	
2.5	0.0037821482602118004	0.0037821482602118004	
3.0	0.0012923864363403711	0.0012923864363403711	
3.5	0.00041746641074856045	0.00041746641074856045	
4.0	0.00012316058861164427	0.00012316058861164427	
4.5	3.838771593090211e-05	3.838771593090211e-05	
5.0	2.8790786948176583e-05	2.8790786948176583e-05	
5.5	1.9193857965451055e-05	1.9193857965451055e-05	
6.0	7.99744081893794e-06	7.99744081893794e-06	
