0.0	0.22572241843618743
0.5	0.1787699209980699
1.0	0.1397908644776001
1.5	0.1084939922863451
2.0	0.08437762603028943
2.5	0.06571986686801823
3.0	0.05068773692661226
3.5	0.03899737684850363
4.0	0.02988404610439335
4.5	0.022799685444584557
5.0	0.01727263525007385
5.5	0.013072474554231097
6.0	0.009934811197390026
6.5	0.007580893245416299
7.0	0.0058755511893504335
7.5	0.004638919496232755
8.0	0.0037538026953814335
8.5	0.003110378737564242
9.0	0.002645644258241742
9.5	0.0023168154275586272
10.0	0.0020717324530287106
