0.0	0.27952476038338657	25994	0.025951477635782746	25993	
0.5	0.17757188498402555	16784	0.016756190095846644	16783	
1.0	0.11217651757188499	10234	0.010216653354632588	10233	
1.5	0.06180431309904153	5990	0.005979432907348243	5989	
2.0	0.033649361022364217	3170	0.003165934504792332	3171	
2.5	0.017853035143769967	1688	0.0016853035143769967	1688	
3.0	0.008083165829145729	1004	0.0007875314070351759	1003	
3.5	0.003859765625	1001	0.00037560096153846156	1000	
4.0	0.001840971444568869	995	0.0001751469764837626	1001	
4.5	9.45e-04	845	8.45e-05	845	
5.0	4.26e-04	406	4.05e-05	405	
5.5	2.07e-04	187	1.87e-05	187	
6.0	8.5e-05	82	8.2e-06	82	
