0.0	0.26538538338658147	26581	0.026538538338658147	26581	
0.5	0.17321285942492014	17349	0.017321285942492014	17349	
1.0	0.10763777955271565	10781	0.010763777955271565	10781	
1.5	0.06346845047923323	6357	0.006346845047923323	6357	
2.0	0.034714456869009585	3477	0.0034714456869009585	3477	
2.5	0.018410543130990414	1844	0.0018410543130990414	1844	
3.0	0.009507978723404256	1001	0.0009507978723404256	1001	
3.5	0.0046618852459016393	1001	0.00046618852459016393	1001	
4.0	0.0024723101265822786	1000	0.00024723101265822786	1000	
4.5	0.0012585581957309707	1000	0.00012585581957309707	1000	
5.0	6.63e-04	663	6.63e-05	663	
5.5	3.35e-04	335	3.35e-05	335	
6.0	1.87e-04	187	1.87e-05	187	
