0.0	0.0263401	0.0263402	
0.5	0.0172115	0.0172112	
1.0	0.0105451	0.0105447	
1.5	0.0060892	0.0060891	
2.0	0.0033021	0.0033024	
2.5	0.001713	0.0017121	
3.0	0.0008365	0.0008364	
3.5	0.0003935	0.0003937	
4.0	0.0001939	0.0001938	
4.5	9.34877098321343e-05	9.367505995203837e-05	
5.0	4.471609957914259e-05	4.458235252157786e-05	
5.5	2.119075930015288e-05	2.123322575165619e-05	
6.0	8.9e-06	8.91e-06	
