ccsds (32,16) Code: ML Simulation Results 
Channel: AWGN 
Modulation: BPSK 

Eb/N0 (dB)   FER     error frames   total frames
  0.00,   3.125e-01,    100,             320
  1.00,   1.543e-01,    100,             648
  2.00,   6.983e-02,    100,            1432
  3.00,   2.391e-02,    100,            4182
  4.00,   6.332e-03,    100,           15794
  5.00,   1.310e-03,    100,           76341
  6.00,   2.647e-04,    100,          377793
  7.00,   2.035e-05,    100,         4913150
  8.00,   1.341e-06,    100,        74596126
